 	Area	XM	YM	Circ.	AR	Round	Solidity
2128	5	621.300	607.100	1.000	1.553	0.644	0.909
2129	5	318.100	608.300	1.000	1.553	0.644	0.909
2130	4	381.000	608.000	1.000	1.000	1.000	1.000
2131	1	945.500	607.500	1.000	1.000	1.000	1.000
2132	9	156.722	610.944	0.461	4.555	0.220	0.783
2133	16	283.500	611.312	0.885	1.873	0.534	0.941
2134	5	616.500	609.500	0.873	1.000	1.000	0.714
2135	9	139.056	610.944	0.662	2.244	0.446	0.818
2136	5	245.900	611.700	1.000	1.553	0.644	0.909
2137	3	665.500	610.500	0.967	3.000	0.333	1.000
2138	10	799.300	611.500	1.000	1.236	0.809	0.909
2139	11	917.500	611.500	0.976	1.469	0.681	0.846
2140	4	29.750	612.500	0.857	1.468	0.681	0.800
2141	9	147.389	613.167	1.000	1.340	0.746	0.857
2142	12	199.250	613.583	0.967	1.756	0.570	0.889
2143	8	418.750	612.125	0.914	1.435	0.697	0.842
2144	1	1008.500	611.500	1.000	1.000	1.000	1.000
2145	7	119.786	613.500	1.000	1.069	0.936	0.875
2146	3	227.167	612.833	1.000	1.464	0.683	0.857
2147	2	739.500	613.000	1.000	2.000	0.500	1.000
2148	16	129.625	616.312	0.671	2.252	0.444	0.780
2149	6	356.500	614.667	1.000	1.809	0.553	0.800
2150	8	468.000	614.000	1.000	2.000	0.500	1.000
2151	1	524.500	613.500	1.000	1.000	1.000	1.000
2152	2	859.000	613.500	1.000	2.000	0.500	1.000
2153	4	937.000	614.000	1.000	1.000	1.000	1.000
2154	5	303.900	615.300	0.764	2.188	0.457	0.769
2155	3	111.833	616.167	1.000	1.464	0.683	0.857
2156	7	164.071	617.214	0.943	1.936	0.517	0.933
2157	1	309.500	615.500	1.000	1.000	1.000	1.000
2158	5	481.700	616.100	1.000	1.553	0.644	0.909
2159	1	776.500	615.500	1.000	1.000	1.000	1.000
2160	4	981.000	616.000	1.000	1.000	1.000	1.000
2161	11	155.136	619.318	0.564	3.186	0.314	0.880
2162	6	610.333	617.167	0.809	2.237	0.447	0.857
2163	2	565.000	617.500	1.000	2.000	0.500	1.000
2164	1	989.500	620.500	1.000	1.000	1.000	1.000
2165	6	63.000	622.000	0.916	2.082	0.480	0.857
2166	5	74.900	622.700	1.000	1.553	0.644	0.909
2167	20	119.550	623.750	1.000	1.282	0.780	0.909
2168	12	146.000	623.000	1.000	1.000	1.000	0.857
2169	2	172.500	622.000	1.000	2.000	0.500	1.000
2170	2	281.000	621.500	1.000	2.000	0.500	1.000
2171	8	181.000	624.000	1.000	2.000	0.500	1.000
2172	1	519.500	622.500	1.000	1.000	1.000	1.000
2173	1	797.500	622.500	1.000	1.000	1.000	1.000
2174	3	394.833	624.167	1.000	1.464	0.683	0.857
2175	2	558.500	624.000	1.000	2.000	0.500	1.000
2176	3	867.167	624.167	1.000	1.464	0.683	0.857
2177	3	901.167	624.167	1.000	1.464	0.683	0.857
2178	1	954.500	623.500	1.000	1.000	1.000	1.000
2179	2	960.000	623.500	1.000	2.000	0.500	1.000
2180	2	973.000	623.500	1.000	2.000	0.500	1.000
2181	2	15.000	624.500	1.000	2.000	0.500	1.000
2182	4	241.250	625.500	0.857	1.468	0.681	0.800
2183	8	311.625	625.375	1.000	1.229	0.814	0.941
2184	7	451.500	625.786	1.000	1.069	0.936	0.875
2185	12	163.500	628.000	0.719	1.944	0.514	0.800
2186	6	615.000	625.833	0.916	1.809	0.553	0.857
2187	1	136.500	626.500	1.000	1.000	1.000	1.000
2188	10	373.200	628.600	0.806	2.041	0.490	0.800
2189	1	604.500	626.500	1.000	1.000	1.000	1.000
2190	2	858.000	626.500	1.000	2.000	0.500	1.000
2191	5	989.900	627.300	1.000	1.553	0.644	0.909
2192	2	44.500	628.000	1.000	2.000	0.500	1.000
2193	12	285.417	629.167	0.967	1.218	0.821	0.889
2194	8	569.625	628.625	1.000	1.229	0.814	0.941
2195	1	831.500	627.500	1.000	1.000	1.000	1.000
2196	13	154.577	631.115	0.779	1.829	0.547	0.839
2197	2	215.500	629.000	1.000	2.000	0.500	1.000
2198	1	434.500	628.500	1.000	1.000	1.000	1.000
2199	1	617.500	628.500	1.000	1.000	1.000	1.000
2200	1	629.500	628.500	1.000	1.000	1.000	1.000
2201	3	754.167	628.833	1.000	1.464	0.683	0.857
2202	1	926.500	628.500	1.000	1.000	1.000	1.000
2203	1	979.500	628.500	1.000	1.000	1.000	1.000
2204	2	332.000	629.500	1.000	2.000	0.500	1.000
2205	7	774.500	630.500	1.000	1.596	0.626	0.875
2206	2	36.000	630.500	1.000	2.000	0.500	1.000
2207	11	144.682	632.409	0.887	1.772	0.564	0.846
2208	5	276.100	631.700	1.000	1.553	0.644	0.909
2209	7	363.500	631.786	1.000	1.069	0.936	0.875
2210	3	402.833	631.167	1.000	1.464	0.683	0.857
2211	1	719.500	630.500	1.000	1.000	1.000	1.000
2212	5	102.100	632.300	1.000	1.553	0.644	0.909
2213	8	179.250	633.125	0.914	1.605	0.623	0.800
2214	1	742.500	631.500	1.000	1.000	1.000	1.000
2215	5	796.300	632.100	1.000	1.553	0.644	0.909
2216	4	970.000	632.000	1.000	1.000	1.000	1.000
2217	1	171.500	632.500	1.000	1.000	1.000	1.000
2218	9	222.722	634.611	0.726	1.824	0.548	0.750
2219	3	325.500	632.500	0.967	3.000	0.333	1.000
2220	2	508.000	632.500	1.000	2.000	0.500	1.000
2221	1	627.500	632.500	1.000	1.000	1.000	1.000
2222	7	873.500	633.500	1.000	1.596	0.626	0.875
2223	2	206.500	634.000	1.000	2.000	0.500	1.000
2224	7	251.071	634.786	0.943	1.936	0.517	0.933
2225	11	786.136	634.591	1.000	1.372	0.729	0.957
2226	6	997.000	634.833	0.589	2.275	0.440	0.600
2227	8	118.625	635.625	1.000	1.229	0.814	0.941
2228	10	268.300	636.000	1.000	1.327	0.753	0.909
2229	5	497.700	634.900	1.000	1.553	0.644	0.909
2230	3	170.500	636.500	0.809	3.000	0.333	1.000
2231	1	561.500	635.500	1.000	1.000	1.000	1.000
2232	4	35.750	637.500	0.857	1.468	0.681	0.800
2233	3	161.833	637.167	1.000	1.464	0.683	0.857
2234	3	241.833	637.167	1.000	1.464	0.683	0.857
2235	2	471.000	636.500	1.000	2.000	0.500	1.000
2236	6	827.667	637.500	1.000	1.809	0.553	0.800
2237	6	987.000	637.500	1.000	1.500	0.667	1.000
2238	1	93.500	637.500	1.000	1.000	1.000	1.000
2239	1	862.500	638.500	1.000	1.000	1.000	1.000
2240	2	152.500	640.000	1.000	2.000	0.500	1.000
2241	2	573.000	639.500	1.000	2.000	0.500	1.000
2242	12	773.417	641.667	0.967	1.579	0.633	0.889
2243	11	976.864	640.409	1.000	1.372	0.729	0.957
2244	4	46.000	641.000	1.000	1.000	1.000	1.000
2245	3	214.500	641.500	0.809	3.000	0.333	1.000
2246	1	330.500	640.500	1.000	1.000	1.000	1.000
2247	1	431.500	640.500	1.000	1.000	1.000	1.000
2248	5	547.700	640.900	1.000	1.553	0.644	0.909
2249	1	99.500	641.500	1.000	1.000	1.000	1.000
2250	13	161.346	643.885	0.779	1.865	0.536	0.867
2251	7	319.500	642.500	1.000	1.596	0.626	0.875
2252	9	90.500	644.500	1.000	1.000	1.000	1.000
2253	7	205.929	645.214	0.943	1.936	0.517	0.933
2254	10	266.700	645.000	1.000	1.327	0.753	0.909
2255	2	499.500	644.000	1.000	2.000	0.500	1.000
2256	6	965.500	644.000	1.000	1.500	0.667	1.000
2257	4	134.750	645.500	0.857	1.468	0.681	0.800
2258	7	37.500	646.786	1.000	1.069	0.936	0.875
2259	7	876.214	646.071	0.943	1.936	0.517	0.933
2260	3	985.167	646.167	1.000	1.464	0.683	0.857
2261	2	117.500	647.000	1.000	2.000	0.500	1.000
2262	11	152.136	648.955	1.000	1.139	0.878	0.815
2263	1	294.500	647.500	1.000	1.000	1.000	1.000
2264	5	333.700	647.900	1.000	1.553	0.644	0.909
2265	4	368.000	648.000	1.000	1.000	1.000	1.000
2266	3	169.500	649.500	0.809	3.000	0.333	1.000
2267	4	257.000	649.000	1.000	1.000	1.000	1.000
2268	1	273.500	648.500	1.000	1.000	1.000	1.000
2269	3	451.833	649.167	1.000	1.464	0.683	0.857
2270	6	577.000	649.167	0.916	1.809	0.553	0.857
2271	8	743.000	649.000	1.000	2.000	0.500	1.000
2272	10	937.000	649.100	0.736	2.686	0.372	0.909
2273	4	231.000	650.000	1.000	1.000	1.000	1.000
2274	1	780.500	649.500	1.000	1.000	1.000	1.000
2275	8	887.125	650.250	0.914	1.605	0.623	0.800
2276	13	124.962	652.808	0.922	1.223	0.817	0.812
2277	11	142.409	651.864	1.000	1.372	0.729	0.957
2278	4	414.750	651.250	0.857	2.000	0.500	0.800
2279	8	919.500	651.750	0.914	1.554	0.644	0.800
2280	6	975.500	651.000	1.000	1.500	0.667	1.000
2281	6	323.667	652.333	1.000	1.291	0.775	0.800
2282	11	813.773	653.227	0.976	1.343	0.745	0.815
2283	3	90.167	654.167	1.000	1.464	0.683	0.857
2284	7	731.500	654.214	1.000	1.069	0.936	0.875
2285	9	753.833	654.500	1.000	1.542	0.648	0.857
2286	2	848.500	654.000	1.000	2.000	0.500	1.000
2287	7	81.500	655.214	1.000	1.069	0.936	0.875
2288	1	204.500	654.500	1.000	1.000	1.000	1.000
2289	9	220.611	655.611	0.923	1.343	0.745	0.857
2290	1	396.500	654.500	1.000	1.000	1.000	1.000
2291	4	159.500	657.000	0.645	4.000	0.250	1.000
2292	1	334.500	655.500	1.000	1.000	1.000	1.000
2293	5	907.100	656.700	1.000	1.553	0.644	0.909
2294	4	115.000	658.000	1.000	1.000	1.000	1.000
2295	12	150.417	659.333	0.967	1.579	0.633	0.889
2296	1	289.500	657.500	1.000	1.000	1.000	1.000
2297	11	873.955	658.864	1.000	1.139	0.878	0.815
2298	10	895.500	658.700	1.000	1.236	0.809	0.909
2299	2	244.000	658.500	1.000	2.000	0.500	1.000
2300	3	821.500	660.500	0.809	3.000	0.333	1.000
2301	4	105.000	661.000	1.000	1.000	1.000	1.000
2302	2	575.500	661.000	1.000	2.000	0.500	1.000
2303	10	131.500	663.000	1.000	1.551	0.645	0.909
2304	11	887.136	662.409	1.000	1.372	0.729	0.957
2305	7	71.071	664.214	0.943	1.936	0.517	0.933
2306	5	193.100	664.100	0.674	2.610	0.383	0.769
2307	4	535.000	663.000	1.000	1.000	1.000	1.000
2308	2	792.000	662.500	1.000	2.000	0.500	1.000
2309	6	396.500	664.000	1.000	1.500	0.667	1.000
2310	13	313.038	666.115	1.000	1.450	0.690	0.897
2311	6	429.000	665.500	1.000	1.500	0.667	1.000
2312	10	901.700	666.200	1.000	1.559	0.641	0.909
2313	2	140.500	666.000	1.000	2.000	0.500	1.000
2314	2	838.000	665.500	1.000	2.000	0.500	1.000
2315	7	157.786	668.357	0.647	2.423	0.413	0.824
