 	Area	XM	YM	Circ.	AR	Round	Solidity
53	2	760.000	23.500	1.000	2.000	0.500	1.000
54	9	783.500	25.833	1.000	1.542	0.648	0.857
55	3	798.167	24.833	1.000	1.464	0.683	0.857
56	3	810.167	24.833	1.000	1.464	0.683	0.857
57	8	674.625	26.375	1.000	1.229	0.814	0.941
58	7	971.929	26.786	0.943	1.936	0.517	0.933
59	4	174.000	27.000	1.000	1.000	1.000	1.000
60	9	899.167	27.389	1.000	1.340	0.746	0.857
61	11	1002.136	27.864	0.976	1.450	0.690	0.815
62	2	424.000	27.500	1.000	2.000	0.500	1.000
63	1	517.500	27.500	1.000	1.000	1.000	1.000
64	5	963.900	28.700	1.000	1.553	0.644	0.909
65	1	274.500	28.500	1.000	1.000	1.000	1.000
66	3	509.833	29.167	1.000	1.464	0.683	0.857
67	3	582.833	28.833	1.000	1.464	0.683	0.857
68	8	731.500	30.000	0.914	1.195	0.837	0.800
69	12	112.333	30.583	1.000	1.579	0.633	0.889
70	1	335.500	29.500	1.000	1.000	1.000	1.000
71	13	347.500	30.346	1.000	1.622	0.617	0.929
72	2	437.000	29.500	1.000	2.000	0.500	1.000
73	11	550.500	30.500	0.976	1.469	0.681	0.846
74	9	400.167	32.167	0.884	1.915	0.522	0.783
75	2	986.500	31.000	1.000	2.000	0.500	1.000
76	2	465.000	31.500	1.000	2.000	0.500	1.000
77	2	51.000	32.500	1.000	2.000	0.500	1.000
78	7	749.643	33.786	1.000	1.380	0.725	0.875
79	4	791.000	33.500	0.857	2.031	0.492	0.800
80	1	819.500	32.500	1.000	1.000	1.000	1.000
81	4	696.500	34.000	1.000	2.031	0.492	0.800
82	1	946.500	33.500	1.000	1.000	1.000	1.000
83	4	1013.250	34.500	0.857	1.468	0.681	0.800
84	3	20.500	35.500	0.809	3.000	0.333	1.000
85	3	294.500	35.500	0.809	3.000	0.333	1.000
86	8	954.125	36.875	0.740	2.564	0.390	0.889
87	8	91.625	36.750	0.914	1.939	0.516	0.842
88	2	915.500	36.000	1.000	2.000	0.500	1.000
89	7	224.929	37.786	0.943	1.936	0.517	0.933
90	13	157.346	38.731	1.000	1.312	0.762	0.812
91	11	533.864	38.409	1.000	1.372	0.729	0.957
92	3	659.833	37.833	1.000	1.464	0.683	0.857
93	14	322.000	39.786	1.000	1.020	0.981	0.933
94	7	503.500	39.214	1.000	1.069	0.936	0.875
95	8	770.375	39.625	1.000	1.229	0.814	0.941
96	5	976.100	39.700	1.000	1.553	0.644	0.909
97	14	640.286	40.857	1.000	1.264	0.791	0.848
98	3	708.167	39.833	1.000	1.464	0.683	0.857
99	9	718.500	40.500	1.000	1.000	1.000	1.000
100	7	678.500	41.500	1.000	1.596	0.626	0.875
101	1	687.500	40.500	1.000	1.000	1.000	1.000
102	10	483.200	42.800	0.982	1.241	0.806	0.800
103	7	701.929	42.643	0.898	1.387	0.721	0.737
104	13	922.115	43.115	1.000	1.159	0.863	0.897
105	3	147.833	43.167	1.000	1.464	0.683	0.857
106	3	492.833	42.833	1.000	1.464	0.683	0.857
107	7	743.214	43.500	1.000	1.069	0.936	0.875
108	11	790.864	43.591	1.000	1.372	0.729	0.957
109	4	906.500	43.000	1.000	2.031	0.492	0.800
110	10	944.600	44.600	0.806	1.577	0.634	0.800
111	9	1009.389	44.167	1.000	1.340	0.746	0.857
112	1	100.500	43.500	1.000	1.000	1.000	1.000
113	6	753.000	44.000	0.916	2.082	0.480	0.857
114	11	818.955	44.864	1.000	1.139	0.878	0.815
115	19	301.763	46.763	0.916	1.250	0.800	0.826
116	3	402.167	44.833	1.000	1.464	0.683	0.857
117	4	14.500	46.250	1.000	1.468	0.681	0.800
118	5	278.100	46.700	1.000	1.553	0.644	0.909
119	9	428.167	46.611	1.000	1.340	0.746	0.857
120	6	597.000	46.500	1.000	1.500	0.667	1.000
121	5	576.300	47.100	1.000	1.553	0.644	0.909
122	1	120.500	47.500	1.000	1.000	1.000	1.000
123	2	168.500	48.000	1.000	2.000	0.500	1.000
124	3	177.833	47.833	1.000	1.464	0.683	0.857
125	4	556.000	48.000	1.000	1.000	1.000	1.000
126	3	506.500	48.500	0.967	3.000	0.333	1.000
127	3	880.167	49.167	1.000	1.464	0.683	0.857
128	2	111.500	50.000	1.000	2.000	0.500	1.000
129	2	736.000	49.500	1.000	2.000	0.500	1.000
130	6	765.500	50.000	1.000	1.500	0.667	1.000
131	9	25.389	51.833	1.000	1.340	0.746	0.857
132	2	145.500	51.000	1.000	2.000	0.500	1.000
133	11	544.409	51.682	0.976	1.772	0.564	0.846
134	1	516.500	51.500	1.000	1.000	1.000	1.000
135	8	672.750	52.250	1.000	1.416	0.706	0.800
136	7	720.214	51.929	0.943	1.936	0.517	0.933
137	2	967.000	51.500	1.000	2.000	0.500	1.000
138	8	82.625	53.375	1.000	1.229	0.814	0.941
139	2	467.000	52.500	1.000	2.000	0.500	1.000
140	7	491.500	53.214	1.000	1.069	0.936	0.875
141	9	36.389	55.167	1.000	1.340	0.746	0.857
142	9	207.611	55.167	1.000	1.340	0.746	0.857
143	5	652.700	54.500	0.873	1.496	0.668	0.714
144	6	306.500	55.000	1.000	1.500	0.667	1.000
145	4	524.000	55.000	1.000	1.000	1.000	1.000
146	4	950.250	55.500	0.857	1.468	0.681	0.800
147	1	451.500	55.500	1.000	1.000	1.000	1.000
148	13	711.885	57.115	1.000	1.159	0.863	0.897
149	4	632.000	57.000	1.000	1.000	1.000	1.000
150	4	744.000	57.000	1.000	1.000	1.000	1.000
151	3	941.833	57.167	1.000	1.464	0.683	0.857
152	6	957.833	57.667	0.809	2.237	0.447	0.857
153	1	982.500	56.500	1.000	1.000	1.000	1.000
154	6	927.000	58.500	1.000	1.500	0.667	1.000
155	11	17.500	60.500	0.887	1.469	0.681	0.846
156	5	338.300	59.100	1.000	1.553	0.644	0.909
157	6	408.333	59.333	1.000	1.291	0.775	0.800
158	9	500.389	59.611	0.923	1.343	0.745	0.857
159	4	153.000	60.000	1.000	1.000	1.000	1.000
160	1	175.500	59.500	1.000	1.000	1.000	1.000
161	5	389.500	60.500	0.873	1.000	1.000	0.714
162	1	910.500	59.500	1.000	1.000	1.000	1.000
163	17	440.559	62.088	1.000	1.497	0.668	0.919
164	9	463.833	61.389	1.000	1.340	0.746	0.857
165	1	583.500	60.500	1.000	1.000	1.000	1.000
166	4	751.000	61.000	1.000	1.000	1.000	1.000
167	13	273.115	62.885	1.000	1.159	0.863	0.897
168	5	547.300	61.900	1.000	1.553	0.644	0.909
169	4	735.750	62.500	0.857	1.468	0.681	0.800
170	2	219.000	62.500	1.000	2.000	0.500	1.000
171	2	282.500	63.000	1.000	2.000	0.500	1.000
172	2	302.500	63.000	1.000	2.000	0.500	1.000
173	9	399.167	63.389	1.000	1.340	0.746	0.857
174	4	422.000	63.000	1.000	1.000	1.000	1.000
175	2	519.500	63.000	1.000	2.000	0.500	1.000
176	12	83.000	64.833	1.000	1.281	0.781	0.857
177	5	845.300	64.100	1.000	1.553	0.644	0.909
178	4	166.000	65.000	1.000	1.000	1.000	1.000
179	11	364.409	67.136	1.000	1.372	0.729	0.957
180	3	684.500	65.500	0.967	3.000	0.333	1.000
181	7	886.214	66.500	1.000	1.069	0.936	0.875
182	3	780.833	67.167	1.000	1.464	0.683	0.857
183	1	980.500	66.500	1.000	1.000	1.000	1.000
184	6	231.667	68.333	1.000	1.291	0.775	0.800
185	8	744.625	68.375	1.000	1.229	0.814	0.941
186	2	836.500	68.000	1.000	2.000	0.500	1.000
187	1	877.500	67.500	1.000	1.000	1.000	1.000
188	2	932.500	68.000	1.000	2.000	0.500	1.000
189	1	72.500	68.500	1.000	1.000	1.000	1.000
190	6	461.000	70.167	0.916	1.809	0.553	0.857
191	3	573.833	70.167	1.000	1.464	0.683	0.857
192	6	648.333	70.667	1.000	1.291	0.775	0.800
193	4	725.000	70.000	1.000	1.000	1.000	1.000
194	3	532.500	70.500	0.967	3.000	0.333	1.000
195	6	564.500	71.000	1.000	1.500	0.667	1.000
196	1	187.500	71.500	1.000	1.000	1.000	1.000
197	16	500.000	73.062	0.927	1.608	0.622	0.842
198	1	251.500	72.500	1.000	1.000	1.000	1.000
199	2	356.500	73.000	1.000	2.000	0.500	1.000
200	3	608.833	73.167	1.000	1.464	0.683	0.857
201	1	628.500	72.500	1.000	1.000	1.000	1.000
202	13	521.500	74.346	1.000	1.622	0.617	0.929
203	10	947.500	75.000	1.000	1.551	0.645	0.909
204	19	312.079	76.342	0.916	1.336	0.749	0.809
205	1	321.500	74.500	1.000	1.000	1.000	1.000
206	3	687.167	75.167	1.000	1.464	0.683	0.857
207	2	40.000	75.500	1.000	2.000	0.500	1.000
208	10	84.200	76.800	0.982	1.241	0.806	0.800
209	1	112.500	76.500	1.000	1.000	1.000	1.000
210	8	257.375	77.625	1.000	1.229	0.814	0.941
211	1	752.500	76.500	1.000	1.000	1.000	1.000
212	2	931.000	76.500	1.000	2.000	0.500	1.000
213	1	64.500	77.500	1.000	1.000	1.000	1.000
214	15	268.033	79.367	0.976	1.759	0.569	0.882
215	10	383.000	78.300	1.000	1.327	0.753	0.909
216	8	454.250	78.375	0.914	1.939	0.516	0.842
217	3	479.167	78.167	1.000	1.464	0.683	0.857
218	11	729.136	78.409	1.000	1.372	0.729	0.957
219	4	868.000	78.000	1.000	1.000	1.000	1.000
220	4	25.000	79.000	1.000	1.000	1.000	1.000
221	1	177.500	78.500	1.000	1.000	1.000	1.000
222	8	464.500	80.000	0.914	1.195	0.837	0.800
223	1	49.500	79.500	1.000	1.000	1.000	1.000
224	5	247.300	80.100	1.000	1.553	0.644	0.909
225	2	290.000	79.500	1.000	2.000	0.500	1.000
226	2	404.000	79.500	1.000	2.000	0.500	1.000
227	7	742.071	80.357	0.898	1.387	0.721	0.737
228	4	838.250	80.500	0.857	1.468	0.681	0.800
229	8	506.375	81.375	1.000	1.229	0.814	0.941
230	2	535.000	80.500	1.000	2.000	0.500	1.000
231	4	160.000	82.500	0.857	2.031	0.492	0.800
232	6	521.000	82.000	0.916	2.082	0.480	0.857
233	5	207.300	83.100	1.000	1.553	0.644	0.909
234	5	953.900	83.300	1.000	1.553	0.644	0.909
235	4	118.000	84.000	1.000	1.000	1.000	1.000
236	3	201.500	83.500	0.967	3.000	0.333	1.000
237	9	820.611	84.944	1.000	1.817	0.550	0.857
238	6	1007.000	84.500	1.000	1.500	0.667	1.000
239	3	374.833	85.167	1.000	1.464	0.683	0.857
240	8	496.625	85.625	1.000	1.229	0.814	0.941
241	4	606.500	85.250	1.000	1.468	0.681	0.800
242	1	141.500	85.500	1.000	1.000	1.000	1.000
243	6	682.500	86.000	1.000	1.500	0.667	1.000
244	3	363.167	86.833	1.000	1.464	0.683	0.857
245	6	651.500	87.000	1.000	1.500	0.667	1.000
246	4	854.000	87.000	1.000	1.000	1.000	1.000
247	7	85.214	87.929	0.943	1.936	0.517	0.933
248	7	450.214	88.071	0.943	1.936	0.517	0.933
249	8	482.250	88.500	0.914	1.554	0.644	0.800
250	3	580.167	87.833	1.000	1.464	0.683	0.857
251	4	670.000	88.000	1.000	1.000	1.000	1.000
252	5	698.900	88.700	1.000	1.553	0.644	0.909
253	2	784.500	88.000	1.000	2.000	0.500	1.000
254	4	938.000	88.000	1.000	1.000	1.000	1.000
255	2	977.500	88.000	1.000	2.000	0.500	1.000
256	11	470.591	90.136	1.000	1.372	0.729	0.957
257	7	717.214	89.214	0.800	2.211	0.452	0.778
258	7	919.500	89.214	1.000	1.069	0.936	0.875
259	4	946.000	89.000	1.000	1.000	1.000	1.000
260	3	190.833	90.167	1.000	1.464	0.683	0.857
261	6	431.167	90.333	1.000	1.124	0.890	0.800
262	2	179.000	90.500	1.000	2.000	0.500	1.000
263	2	460.000	90.500	1.000	2.000	0.500	1.000
264	2	133.500	92.000	1.000	2.000	0.500	1.000
265	5	156.300	91.900	1.000	1.553	0.644	0.909
266	4	729.000	92.000	1.000	1.000	1.000	1.000
267	8	68.625	93.375	1.000	1.229	0.814	0.941
268	1	232.500	92.500	1.000	1.000	1.000	1.000
269	6	773.500	94.000	1.000	1.500	0.667	1.000
270	2	554.000	94.500	1.000	2.000	0.500	1.000
271	2	966.500	95.000	1.000	2.000	0.500	1.000
272	1	815.500	95.500	1.000	1.000	1.000	1.000
273	3	189.500	97.500	0.809	3.000	0.333	1.000
274	8	476.625	97.625	1.000	1.229	0.814	0.941
275	2	829.500	97.000	1.000	2.000	0.500	1.000
276	1	919.500	97.500	1.000	1.000	1.000	1.000
277	7	436.500	99.786	1.000	1.069	0.936	0.875
278	3	446.833	98.833	1.000	1.464	0.683	0.857
279	2	499.000	98.500	1.000	2.000	0.500	1.000
280	2	685.000	98.500	1.000	2.000	0.500	1.000
281	6	827.000	99.500	1.000	1.500	0.667	1.000
282	9	850.278	98.944	0.923	2.386	0.419	0.947
283	2	24.500	100.000	1.000	2.000	0.500	1.000
284	2	197.500	101.000	1.000	2.000	0.500	1.000
285	1	579.500	100.500	1.000	1.000	1.000	1.000
286	10	338.000	102.500	1.000	1.551	0.645	0.909
287	2	47.000	102.500	1.000	2.000	0.500	1.000
288	1	216.500	102.500	1.000	1.000	1.000	1.000
289	2	356.500	103.000	1.000	2.000	0.500	1.000
290	10	391.000	103.700	1.000	1.384	0.723	0.909
291	4	491.000	103.000	1.000	1.000	1.000	1.000
292	1	913.500	102.500	1.000	1.000	1.000	1.000
293	5	205.100	104.700	1.000	1.553	0.644	0.909
294	13	267.500	104.500	1.000	1.735	0.576	0.929
295	10	412.000	104.500	1.000	1.551	0.645	0.909
296	1	590.500	103.500	1.000	1.000	1.000	1.000
297	3	292.833	105.167	1.000	1.464	0.683	0.857
298	8	309.750	105.625	1.000	1.939	0.516	0.842
299	8	421.750	105.625	1.000	1.939	0.516	0.842
300	1	778.500	104.500	1.000	1.000	1.000	1.000
301	1	790.500	104.500	1.000	1.000	1.000	1.000
302	5	936.100	105.300	1.000	1.553	0.644	0.909
303	13	926.885	106.885	1.000	1.159	0.863	0.897
304	17	170.147	108.500	1.000	1.044	0.957	0.850
305	5	249.100	107.700	1.000	1.553	0.644	0.909
306	3	28.167	108.167	1.000	1.464	0.683	0.857
307	4	63.000	108.000	1.000	1.000	1.000	1.000
308	2	853.500	108.000	1.000	2.000	0.500	1.000
309	5	257.500	109.500	0.873	1.000	1.000	0.714
310	4	105.000	110.000	1.000	1.000	1.000	1.000
311	4	114.000	111.000	1.000	1.000	1.000	1.000
312	4	543.000	111.000	1.000	1.000	1.000	1.000
313	1	598.500	110.500	1.000	1.000	1.000	1.000
314	3	300.833	112.167	1.000	1.464	0.683	0.857
315	15	823.100	112.767	0.869	1.737	0.576	0.789
316	3	842.167	112.167	1.000	1.464	0.683	0.857
317	2	519.000	114.000	0.785	2.646	0.378	0.667
318	2	119.000	114.500	1.000	2.000	0.500	1.000
319	4	188.000	115.000	1.000	1.000	1.000	1.000
320	1	376.500	114.500	1.000	1.000	1.000	1.000
321	6	434.500	115.000	1.000	1.500	0.667	1.000
322	2	456.000	114.500	1.000	2.000	0.500	1.000
323	2	588.500	115.000	1.000	2.000	0.500	1.000
324	9	78.611	116.722	1.000	1.539	0.650	0.900
325	3	584.833	115.833	1.000	1.464	0.683	0.857
326	17	489.382	117.912	1.000	1.263	0.792	0.919
327	1	425.500	117.500	1.000	1.000	1.000	1.000
328	4	529.000	118.000	1.000	1.000	1.000	1.000
329	3	812.167	118.167	1.000	1.464	0.683	0.857
330	6	168.500	119.000	1.000	1.500	0.667	1.000
331	1	234.500	118.500	1.000	1.000	1.000	1.000
332	5	537.700	118.900	1.000	1.553	0.644	0.909
333	1	675.500	118.500	1.000	1.000	1.000	1.000
334	4	803.000	119.000	1.000	1.000	1.000	1.000
335	6	939.667	119.333	1.000	1.291	0.775	0.800
336	1	508.500	119.500	1.000	1.000	1.000	1.000
337	4	107.500	120.750	1.000	1.468	0.681	0.800
338	3	131.833	121.167	1.000	1.464	0.683	0.857
339	3	703.500	121.500	0.809	3.000	0.333	1.000
340	3	977.833	120.833	1.000	1.464	0.683	0.857
341	7	370.786	122.500	1.000	1.069	0.936	0.875
342	7	472.214	121.929	0.943	1.936	0.517	0.933
343	2	1007.000	121.500	1.000	2.000	0.500	1.000
344	3	48.833	122.833	1.000	1.464	0.683	0.857
345	4	90.500	122.750	1.000	1.468	0.681	0.800
346	5	199.100	123.300	1.000	1.553	0.644	0.909
347	15	390.633	124.300	1.000	1.439	0.695	0.857
348	5	519.100	123.300	0.764	2.188	0.457	0.769
349	10	591.400	123.400	0.887	1.577	0.634	0.800
350	6	781.000	123.500	1.000	1.500	0.667	1.000
351	1	918.500	122.500	1.000	1.000	1.000	1.000
352	10	461.700	124.500	1.000	1.236	0.809	0.909
353	7	578.214	124.500	1.000	1.069	0.936	0.875
354	3	123.167	125.167	1.000	1.464	0.683	0.857
355	3	179.167	124.833	1.000	1.464	0.683	0.857
356	11	219.318	125.682	0.976	1.035	0.966	0.846
357	5	273.100	125.300	1.000	1.553	0.644	0.909
358	2	358.000	124.500	1.000	2.000	0.500	1.000
359	5	760.100	125.700	1.000	1.553	0.644	0.909
360	3	77.833	126.167	1.000	1.464	0.683	0.857
361	3	116.833	126.167	1.000	1.464	0.683	0.857
362	7	28.214	128.071	0.800	1.668	0.600	0.778
363	8	101.500	128.000	0.914	1.195	0.837	0.800
364	2	855.000	126.500	1.000	2.000	0.500	1.000
365	4	255.000	128.500	0.857	2.031	0.492	0.800
366	5	399.900	128.300	1.000	1.553	0.644	0.909
367	2	804.500	128.000	1.000	2.000	0.500	1.000
368	4	17.000	129.000	1.000	1.000	1.000	1.000
369	13	209.731	130.962	0.846	1.872	0.534	0.867
370	10	244.300	129.200	0.887	1.866	0.536	0.800
371	11	294.864	129.591	1.000	1.372	0.729	0.957
372	3	84.167	129.833	1.000	1.464	0.683	0.857
373	4	283.000	130.000	1.000	1.000	1.000	1.000
374	3	351.500	130.500	0.809	3.000	0.333	1.000
375	2	362.500	130.000	1.000	2.000	0.500	1.000
376	6	382.000	130.500	1.000	1.500	0.667	1.000
377	1	526.500	129.500	1.000	1.000	1.000	1.000
378	13	408.962	132.346	1.000	1.148	0.871	0.897
379	8	748.000	131.000	1.000	2.000	0.500	1.000
380	5	230.700	132.100	1.000	1.553	0.644	0.909
381	14	371.786	133.000	1.000	1.020	0.981	0.933
382	8	427.375	132.625	1.000	1.229	0.814	0.941
383	5	560.700	131.900	1.000	1.553	0.644	0.909
384	2	417.500	133.000	1.000	2.000	0.500	1.000
385	4	686.000	133.000	1.000	1.000	1.000	1.000
386	6	696.500	133.000	1.000	1.500	0.667	1.000
387	8	830.375	133.375	1.000	1.229	0.814	0.941
388	2	847.000	132.500	1.000	2.000	0.500	1.000
389	2	76.500	134.000	1.000	2.000	0.500	1.000
390	5	265.100	135.700	1.000	1.553	0.644	0.909
391	3	389.500	135.500	0.809	3.000	0.333	1.000
392	3	761.167	134.833	1.000	1.464	0.683	0.857
393	1	986.500	134.500	1.000	1.000	1.000	1.000
394	2	858.500	136.000	1.000	2.000	0.500	1.000
395	16	120.500	138.250	0.927	1.233	0.811	0.800
396	5	221.700	137.100	1.000	1.553	0.644	0.909
397	5	204.100	138.300	1.000	1.553	0.644	0.909
398	1	493.500	137.500	1.000	1.000	1.000	1.000
399	4	808.000	137.500	0.740	4.000	0.250	1.000
400	2	823.500	138.000	1.000	2.000	0.500	1.000
401	11	895.500	138.500	0.976	1.469	0.681	0.846
402	2	914.000	137.500	1.000	2.000	0.500	1.000
403	2	31.000	138.500	1.000	2.000	0.500	1.000
404	2	49.500	140.000	1.000	2.000	0.500	1.000
405	6	169.500	140.000	1.000	1.500	0.667	1.000
406	7	249.214	140.500	1.000	1.069	0.936	0.875
407	11	331.045	140.864	1.000	1.139	0.878	0.815
408	1	876.500	139.500	1.000	1.000	1.000	1.000
409	2	910.000	139.500	1.000	2.000	0.500	1.000
410	14	15.429	141.786	0.993	1.468	0.681	0.848
411	3	787.167	141.167	1.000	1.464	0.683	0.857
412	2	952.500	141.000	1.000	2.000	0.500	1.000
413	2	1013.500	141.000	1.000	2.000	0.500	1.000
414	4	420.250	142.250	0.857	2.000	0.500	0.800
415	11	599.136	143.045	1.000	1.139	0.878	0.815
416	1	65.500	142.500	1.000	1.000	1.000	1.000
417	7	89.786	143.071	1.000	1.936	0.517	0.933
418	15	371.167	143.567	0.898	1.869	0.535	0.909
419	3	831.500	143.500	0.809	3.000	0.333	1.000
420	2	68.500	144.000	1.000	2.000	0.500	1.000
421	2	350.500	144.000	1.000	2.000	0.500	1.000
422	7	391.214	144.071	0.943	1.936	0.517	0.933
423	9	437.944	145.167	0.884	1.390	0.720	0.750
424	3	966.833	143.833	1.000	1.464	0.683	0.857
425	9	500.278	145.278	0.799	2.278	0.439	0.750
426	9	684.611	145.389	1.000	1.343	0.745	0.857
427	10	761.500	145.000	0.925	2.500	0.400	1.000
428	7	179.214	146.071	0.943	1.936	0.517	0.933
429	3	621.500	145.500	0.967	3.000	0.333	1.000
430	8	98.375	148.625	1.000	1.229	0.814	0.941
431	3	143.500	148.167	0.754	2.702	0.370	0.667
432	6	806.500	148.667	1.000	1.809	0.553	0.800
433	5	915.900	148.300	1.000	1.553	0.644	0.909
434	1	867.500	148.500	1.000	1.000	1.000	1.000
435	7	896.786	149.500	1.000	1.069	0.936	0.875
436	2	16.500	150.000	1.000	2.000	0.500	1.000
437	3	170.167	149.833	1.000	1.464	0.683	0.857
438	4	311.000	150.000	1.000	1.000	1.000	1.000
439	4	510.000	150.000	1.000	1.000	1.000	1.000
440	3	721.833	150.167	1.000	1.464	0.683	0.857
441	12	821.750	151.583	0.851	1.401	0.714	0.774
442	8	402.375	151.625	1.000	1.229	0.814	0.941
443	1	414.500	150.500	1.000	1.000	1.000	1.000
444	2	483.500	151.000	1.000	2.000	0.500	1.000
445	4	711.500	150.750	1.000	1.468	0.681	0.800
446	4	878.000	151.000	1.000	1.000	1.000	1.000
447	5	1009.100	151.700	1.000	1.553	0.644	0.909
448	6	62.500	152.000	1.000	1.500	0.667	1.000
449	2	186.000	152.500	1.000	2.000	0.500	1.000
450	10	370.000	153.500	1.000	1.551	0.645	0.909
451	2	422.000	152.500	1.000	2.000	0.500	1.000
452	1	127.500	153.500	1.000	1.000	1.000	1.000
453	18	797.500	155.167	1.000	1.248	0.801	0.947
454	5	831.900	154.300	1.000	1.553	0.644	0.909
455	4	115.750	155.250	0.611	2.530	0.395	0.615
456	7	199.071	155.357	0.898	1.387	0.721	0.737
457	4	220.000	155.000	1.000	1.000	1.000	1.000
458	6	258.333	155.500	1.000	1.809	0.553	0.800
459	4	634.000	155.000	1.000	1.000	1.000	1.000
460	1	784.500	154.500	1.000	1.000	1.000	1.000
461	2	11.500	157.000	1.000	2.000	0.500	1.000
462	7	503.929	158.214	0.943	1.936	0.517	0.933
463	14	513.714	158.143	0.993	1.264	0.791	0.848
464	4	965.000	157.000	1.000	1.000	1.000	1.000
465	7	56.643	158.214	0.718	2.423	0.413	0.824
466	11	95.227	158.500	0.976	1.714	0.583	0.846
467	12	670.000	159.000	1.000	1.000	1.000	0.857
468	8	23.375	159.625	1.000	1.229	0.814	0.941
469	9	210.500	160.278	0.726	1.610	0.621	0.750
470	5	408.300	159.100	1.000	1.553	0.644	0.909
471	9	524.167	159.389	1.000	1.340	0.746	0.857
472	1	580.500	158.500	1.000	1.000	1.000	1.000
473	1	141.500	159.500	1.000	1.000	1.000	1.000
474	1	895.500	159.500	1.000	1.000	1.000	1.000
475	4	42.000	161.000	1.000	1.000	1.000	1.000
476	1	105.500	160.500	1.000	1.000	1.000	1.000
477	4	276.000	161.000	1.000	1.000	1.000	1.000
478	6	350.000	161.500	1.000	1.500	0.667	1.000
479	2	366.500	161.000	1.000	2.000	0.500	1.000
480	3	386.167	161.167	1.000	1.464	0.683	0.857
481	7	396.786	161.071	1.000	1.936	0.517	0.933
482	2	460.000	160.500	1.000	2.000	0.500	1.000
483	14	851.786	162.000	1.000	1.020	0.981	0.933
484	1	63.500	161.500	1.000	1.000	1.000	1.000
485	3	80.167	161.833	1.000	1.464	0.683	0.857
486	1	437.500	161.500	1.000	1.000	1.000	1.000
487	8	684.375	162.625	1.000	1.229	0.814	0.941
488	6	711.000	162.500	1.000	1.500	0.667	1.000
489	7	150.500	163.786	1.000	1.069	0.936	0.875
490	7	172.500	163.500	1.000	1.596	0.626	0.875
491	9	187.167	163.389	1.000	1.340	0.746	0.857
492	10	130.000	164.500	1.000	1.551	0.645	0.909
493	6	989.333	164.500	1.000	1.809	0.553	0.800
494	5	214.100	166.300	1.000	1.553	0.644	0.909
495	5	295.300	165.900	1.000	1.553	0.644	0.909
496	2	342.000	165.500	1.000	2.000	0.500	1.000
497	1	428.500	165.500	1.000	1.000	1.000	1.000
