 	Area	XM	YM	Circ.	AR	Round	Solidity
84	10	404.000	29.300	1.000	1.327	0.753	0.909
85	4	475.250	29.250	0.857	2.000	0.500	0.800
86	5	324.300	30.100	1.000	1.553	0.644	0.909
87	2	452.000	29.500	1.000	2.000	0.500	1.000
88	10	503.800	31.100	0.776	2.346	0.426	0.714
89	18	554.056	31.333	0.895	1.837	0.544	0.857
90	3	827.167	29.833	1.000	1.464	0.683	0.857
91	5	232.300	31.100	1.000	1.553	0.644	0.909
92	15	481.900	32.167	0.537	3.610	0.277	0.732
93	36	535.278	33.667	0.396	5.218	0.192	0.713
94	10	44.700	33.000	1.000	1.327	0.753	0.909
95	2	101.000	32.000	0.785	2.646	0.378	0.667
96	1	75.500	32.500	1.000	1.000	1.000	1.000
97	7	92.929	33.643	0.898	1.387	0.721	0.737
98	8	250.375	33.625	1.000	1.229	0.814	0.941
99	20	462.350	33.600	0.411	3.775	0.265	0.727
100	5	116.300	33.900	1.000	1.553	0.644	0.909
101	1	193.500	33.500	1.000	1.000	1.000	1.000
102	1	196.500	33.500	1.000	1.000	1.000	1.000
103	14	512.857	34.643	0.911	2.363	0.423	0.875
104	1	964.500	33.500	1.000	1.000	1.000	1.000
105	2	973.500	34.000	1.000	2.000	0.500	1.000
106	8	413.500	35.000	0.820	2.392	0.418	0.889
107	29	565.914	36.948	0.523	3.998	0.250	0.763
108	3	639.500	35.500	0.809	3.000	0.333	1.000
109	2	723.000	34.500	1.000	2.000	0.500	1.000
110	10	753.200	35.700	1.000	1.559	0.641	0.909
111	4	889.000	35.000	1.000	1.000	1.000	1.000
112	5	13.300	35.900	1.000	1.553	0.644	0.909
113	1	209.500	35.500	1.000	1.000	1.000	1.000
114	7	361.500	36.214	0.621	2.501	0.400	0.778
115	8	422.125	36.125	0.820	2.564	0.390	0.889
116	18	493.000	36.500	0.706	2.510	0.398	0.900
117	2	683.500	36.000	1.000	2.000	0.500	1.000
118	3	933.167	35.833	1.000	1.464	0.683	0.857
119	6	145.333	37.333	1.000	1.291	0.775	0.800
120	2	316.000	36.500	1.000	2.000	0.500	1.000
121	3	446.833	36.833	1.000	1.464	0.683	0.857
122	11	472.409	37.409	0.715	2.662	0.376	0.786
123	11	240.955	38.682	0.976	1.218	0.821	0.815
124	23	552.370	40.630	0.222	7.760	0.129	0.568
125	6	851.000	38.167	0.916	1.809	0.553	0.857
126	2	106.500	39.000	1.000	2.000	0.500	1.000
127	12	525.167	39.417	0.471	4.827	0.207	0.686
128	1	58.500	39.500	1.000	1.000	1.000	1.000
129	10	298.800	40.800	0.982	1.241	0.806	0.800
130	9	343.833	40.389	1.000	1.340	0.746	0.857
131	5	374.100	40.700	1.000	1.553	0.644	0.909
132	11	454.409	40.318	0.976	1.772	0.564	0.846
133	11	504.136	40.409	1.000	1.372	0.729	0.957
134	1	353.500	41.500	1.000	1.000	1.000	1.000
135	16	463.625	44.062	0.410	4.315	0.232	0.653
136	5	481.700	41.900	1.000	1.553	0.644	0.909
137	10	532.200	42.300	1.000	1.559	0.641	0.909
138	9	977.722	41.944	0.832	2.386	0.419	0.947
139	4	289.000	43.000	1.000	1.000	1.000	1.000
140	4	873.000	43.500	0.857	2.031	0.492	0.800
141	4	882.750	43.250	0.857	2.000	0.500	0.800
142	7	443.786	44.786	0.800	2.211	0.452	0.778
143	9	488.056	44.389	1.000	1.817	0.550	0.857
144	6	512.000	44.000	0.916	2.082	0.480	0.857
145	3	366.167	45.167	1.000	1.464	0.683	0.857
146	9	419.500	45.500	1.000	1.000	1.000	1.000
147	23	520.978	47.283	0.577	3.268	0.306	0.730
148	28	544.071	46.643	0.381	5.153	0.194	0.629
149	1	737.500	44.500	1.000	1.000	1.000	1.000
150	3	1008.167	45.167	1.000	1.464	0.683	0.857
151	4	12.000	46.000	1.000	1.000	1.000	1.000
152	1	93.500	45.500	1.000	1.000	1.000	1.000
153	5	427.700	46.100	1.000	1.553	0.644	0.909
154	5	770.900	45.700	0.764	2.188	0.457	0.769
155	1	396.500	46.500	1.000	1.000	1.000	1.000
156	14	475.286	47.643	0.838	1.885	0.530	0.875
157	10	497.100	47.800	0.982	1.976	0.506	0.800
158	2	110.000	47.500	1.000	2.000	0.500	1.000
159	12	146.833	48.833	1.000	1.651	0.606	0.889
160	11	573.227	50.227	0.976	1.343	0.745	0.815
161	1	783.500	48.500	1.000	1.000	1.000	1.000
162	2	247.000	49.500	1.000	2.000	0.500	1.000
163	10	455.000	50.200	0.650	2.698	0.371	0.741
164	16	530.812	51.000	0.719	2.795	0.358	0.800
165	1	652.500	49.500	1.000	1.000	1.000	1.000
166	1	52.500	50.500	1.000	1.000	1.000	1.000
167	5	63.500	51.700	0.873	1.496	0.668	0.714
168	8	302.500	50.875	0.820	2.232	0.448	0.889
169	6	375.000	51.167	0.916	1.809	0.553	0.857
170	7	434.929	51.643	0.898	1.387	0.721	0.737
171	3	733.833	50.833	1.000	1.464	0.683	0.857
172	11	485.409	52.864	0.887	2.025	0.494	0.846
173	3	508.167	51.833	1.000	1.464	0.683	0.857
174	13	556.346	52.346	0.779	2.286	0.437	0.867
175	2	983.500	52.000	1.000	2.000	0.500	1.000
176	1	992.500	51.500	1.000	1.000	1.000	1.000
177	2	1001.500	52.000	1.000	2.000	0.500	1.000
178	4	40.500	53.250	1.000	1.468	0.681	0.800
179	4	102.000	53.000	1.000	1.000	1.000	1.000
180	5	174.100	54.300	1.000	1.553	0.644	0.909
181	6	444.333	54.333	1.000	1.291	0.775	0.800
182	7	466.214	54.071	0.943	1.936	0.517	0.933
183	10	515.600	54.400	0.806	1.859	0.538	0.833
184	10	29.500	56.000	1.000	1.551	0.645	0.909
185	7	88.500	55.786	1.000	1.069	0.936	0.875
186	7	152.786	54.929	1.000	1.936	0.517	0.933
187	4	233.750	54.750	0.857	2.000	0.500	0.800
188	7	416.071	55.214	0.718	2.982	0.335	0.824
189	8	543.000	56.000	1.000	2.000	0.500	1.000
190	10	776.200	56.300	1.000	1.559	0.641	0.909
191	1	858.500	55.500	1.000	1.000	1.000	1.000
192	2	896.000	55.500	1.000	2.000	0.500	1.000
193	10	69.700	57.500	1.000	1.236	0.809	0.909
194	3	381.833	56.833	1.000	1.464	0.683	0.857
195	1	698.500	56.500	1.000	1.000	1.000	1.000
196	9	128.500	58.500	1.000	1.000	1.000	1.000
197	1	427.500	57.500	1.000	1.000	1.000	1.000
198	16	475.688	58.625	0.671	2.478	0.404	0.800
199	12	525.083	58.667	0.967	1.679	0.596	0.923
200	1	842.500	57.500	1.000	1.000	1.000	1.000
201	2	165.500	59.000	1.000	2.000	0.500	1.000
202	6	344.667	59.333	1.000	1.291	0.775	0.800
203	16	455.875	59.688	0.468	3.351	0.298	0.711
204	14	506.571	60.357	0.341	5.744	0.174	0.609
205	7	665.500	59.786	1.000	1.069	0.936	0.875
206	1	976.500	58.500	1.000	1.000	1.000	1.000
207	3	203.167	59.833	1.000	1.464	0.683	0.857
208	11	408.500	60.409	0.976	1.454	0.688	0.846
209	13	552.346	60.885	0.646	2.878	0.348	0.788
210	7	47.786	61.357	0.898	1.895	0.528	0.737
211	15	371.833	62.967	0.976	1.392	0.718	0.882
212	14	466.357	63.500	0.535	3.565	0.280	0.683
213	8	488.250	62.750	0.914	1.416	0.706	0.800
214	1	803.500	61.500	1.000	1.000	1.000	1.000
215	4	936.500	62.250	1.000	1.468	0.681	0.800
216	10	21.600	64.000	0.776	1.624	0.616	0.714
217	5	37.500	63.500	0.873	1.000	1.000	0.714
218	16	119.312	64.000	1.000	1.371	0.729	0.889
219	2	792.500	63.000	1.000	2.000	0.500	1.000
220	8	832.000	63.000	1.000	2.000	0.500	1.000
221	1	1013.500	62.500	1.000	1.000	1.000	1.000
222	1	82.500	63.500	1.000	1.000	1.000	1.000
223	9	389.944	64.167	1.000	1.536	0.651	0.857
224	14	518.500	65.143	0.993	1.604	0.623	0.848
225	1	606.500	63.500	1.000	1.000	1.000	1.000
226	1	137.500	64.500	1.000	1.000	1.000	1.000
227	2	193.500	65.000	1.000	2.000	0.500	1.000
228	7	856.929	66.214	0.943	1.936	0.517	0.933
229	2	158.000	65.500	1.000	2.000	0.500	1.000
230	5	631.300	66.100	1.000	1.553	0.644	0.909
231	5	498.700	66.900	1.000	1.553	0.644	0.909
232	2	755.500	67.000	1.000	2.000	0.500	1.000
233	2	341.500	68.000	1.000	2.000	0.500	1.000
234	3	670.833	67.833	1.000	1.464	0.683	0.857
235	11	128.227	69.682	0.976	1.619	0.618	0.846
236	15	457.900	69.567	0.976	2.148	0.466	0.909
237	8	480.500	69.000	0.820	2.392	0.418	0.889
238	5	527.500	69.500	0.873	1.000	1.000	0.714
239	4	643.000	69.000	1.000	1.000	1.000	1.000
240	1	974.500	68.500	1.000	1.000	1.000	1.000
241	9	59.611	70.722	0.726	2.674	0.374	0.750
242	16	508.000	70.500	0.958	2.001	0.500	0.941
243	2	775.500	70.000	1.000	2.000	0.500	1.000
244	4	826.000	70.000	1.000	1.000	1.000	1.000
245	4	204.000	71.000	1.000	1.000	1.000	1.000
246	6	244.500	71.000	1.000	1.500	0.667	1.000
247	9	435.389	71.278	0.923	1.539	0.650	0.900
248	5	548.300	71.100	1.000	1.553	0.644	0.909
249	2	47.000	71.500	1.000	2.000	0.500	1.000
250	12	423.417	72.750	1.000	1.756	0.570	0.889
251	18	490.111	73.444	0.935	1.953	0.512	0.818
252	10	832.400	72.800	0.650	2.759	0.362	0.741
253	13	77.500	74.192	0.956	1.551	0.645	0.929
254	1	371.500	72.500	1.000	1.000	1.000	1.000
255	12	447.333	74.333	0.781	2.273	0.440	0.800
256	3	622.167	72.833	1.000	1.464	0.683	0.857
257	2	984.500	73.000	1.000	2.000	0.500	1.000
258	3	173.167	74.167	1.000	1.464	0.683	0.857
259	3	405.167	73.833	1.000	1.464	0.683	0.857
260	4	470.000	74.000	1.000	1.000	1.000	1.000
261	10	36.700	75.500	1.000	1.236	0.809	0.909
262	4	105.500	75.250	1.000	1.468	0.681	0.800
263	4	120.000	75.000	1.000	1.000	1.000	1.000
264	9	517.833	75.389	1.000	1.340	0.746	0.857
265	2	139.000	75.500	1.000	2.000	0.500	1.000
266	2	312.500	76.000	1.000	2.000	0.500	1.000
267	2	276.500	77.000	1.000	2.000	0.500	1.000
268	16	500.688	77.500	0.795	2.424	0.413	0.889
269	5	633.700	76.900	1.000	1.553	0.644	0.909
270	2	676.000	76.500	1.000	2.000	0.500	1.000
271	1	12.500	77.500	1.000	1.000	1.000	1.000
272	5	208.300	77.900	1.000	1.553	0.644	0.909
273	1	251.500	77.500	1.000	1.000	1.000	1.000
274	21	480.262	78.833	0.614	3.226	0.310	0.808
275	2	523.500	78.000	1.000	2.000	0.500	1.000
276	2	199.500	79.000	1.000	2.000	0.500	1.000
277	1	288.500	78.500	1.000	1.000	1.000	1.000
278	5	50.300	79.900	1.000	1.553	0.644	0.909
279	13	461.962	80.731	0.846	1.872	0.534	0.867
280	8	533.125	80.750	1.000	1.605	0.623	0.800
281	3	960.167	80.167	1.000	1.464	0.683	0.857
282	3	62.167	80.833	1.000	1.464	0.683	0.857
283	1	148.500	80.500	1.000	1.000	1.000	1.000
284	8	358.500	82.000	0.914	1.195	0.837	0.800
285	7	440.786	81.071	1.000	1.936	0.517	0.933
286	1	511.500	80.500	1.000	1.000	1.000	1.000
287	2	881.000	80.500	1.000	2.000	0.500	1.000
288	4	911.250	81.500	0.857	1.468	0.681	0.800
289	10	940.000	81.700	1.000	1.384	0.723	0.909
290	4	950.000	81.000	1.000	1.000	1.000	1.000
291	3	986.500	82.500	0.809	3.000	0.333	1.000
292	8	29.375	83.625	1.000	1.229	0.814	0.941
293	6	260.500	83.000	1.000	1.500	0.667	1.000
294	6	374.500	83.000	1.000	1.500	0.667	1.000
295	7	389.214	83.071	0.943	1.936	0.517	0.933
296	8	406.750	83.500	1.000	1.554	0.644	0.800
297	4	217.500	84.250	1.000	1.468	0.681	0.800
298	12	492.667	84.583	0.967	1.579	0.633	0.889
299	10	580.500	85.000	1.000	1.551	0.645	0.909
300	1	611.500	83.500	1.000	1.000	1.000	1.000
301	4	79.000	85.000	1.000	1.000	1.000	1.000
302	3	70.500	85.500	0.967	3.000	0.333	1.000
303	14	101.429	86.643	0.993	1.601	0.625	0.848
304	4	315.000	86.000	1.000	1.000	1.000	1.000
305	3	742.500	85.500	0.967	3.000	0.333	1.000
306	3	920.833	85.833	1.000	1.464	0.683	0.857
307	16	502.000	87.500	0.958	2.001	0.500	0.941
308	1	519.500	86.500	1.000	1.000	1.000	1.000
309	3	209.833	88.167	1.000	1.464	0.683	0.857
310	20	478.900	89.150	0.994	1.766	0.566	0.909
311	7	968.500	88.500	1.000	1.596	0.626	0.875
312	2	275.000	88.500	1.000	2.000	0.500	1.000
313	2	549.500	89.000	1.000	2.000	0.500	1.000
314	6	806.500	89.000	1.000	1.500	0.667	1.000
315	8	979.250	89.625	0.520	2.618	0.382	0.615
316	3	324.500	90.500	0.809	3.000	0.333	1.000
317	7	433.643	89.786	0.718	2.423	0.413	0.824
318	5	147.100	91.100	0.764	2.610	0.383	0.769
319	2	559.000	90.500	1.000	2.000	0.500	1.000
320	6	931.333	91.333	1.000	1.291	0.775	0.800
321	6	228.500	92.000	1.000	1.500	0.667	1.000
322	4	362.250	92.500	0.857	1.468	0.681	0.800
323	1	599.500	91.500	1.000	1.000	1.000	1.000
324	8	189.125	93.250	0.914	1.605	0.623	0.800
325	3	469.167	92.833	1.000	1.464	0.683	0.857
326	1	639.500	92.500	1.000	1.000	1.000	1.000
327	17	76.441	94.618	0.845	2.272	0.440	0.895
328	8	374.000	94.500	1.000	1.195	0.837	0.800
329	1	407.500	93.500	1.000	1.000	1.000	1.000
330	1	914.500	93.500	1.000	1.000	1.000	1.000
331	2	261.000	94.500	1.000	2.000	0.500	1.000
332	12	495.333	95.583	1.000	1.579	0.633	0.889
333	2	155.500	96.000	1.000	2.000	0.500	1.000
334	9	315.278	96.056	0.923	2.386	0.419	0.947
335	2	767.000	95.500	1.000	2.000	0.500	1.000
336	1	857.500	95.500	1.000	1.000	1.000	1.000
337	3	892.500	95.500	0.967	3.000	0.333	1.000
338	2	60.000	96.500	1.000	2.000	0.500	1.000
339	1	69.500	96.500	1.000	1.000	1.000	1.000
340	1	447.500	96.500	1.000	1.000	1.000	1.000
341	10	504.700	98.500	1.000	1.236	0.809	0.909
342	2	923.500	98.000	1.000	2.000	0.500	1.000
343	2	999.000	97.500	1.000	2.000	0.500	1.000
344	10	383.500	100.300	1.000	1.236	0.809	0.909
345	4	417.750	98.750	0.857	2.000	0.500	0.800
346	2	428.000	98.500	1.000	2.000	0.500	1.000
347	1	250.500	99.500	1.000	1.000	1.000	1.000
348	7	327.071	100.357	0.800	2.408	0.415	0.737
349	1	564.500	99.500	1.000	1.000	1.000	1.000
350	2	644.500	100.000	1.000	2.000	0.500	1.000
351	1	816.500	99.500	1.000	1.000	1.000	1.000
352	1	821.500	99.500	1.000	1.000	1.000	1.000
353	7	146.500	101.500	1.000	1.596	0.626	0.875
354	8	364.625	101.625	1.000	1.229	0.814	0.941
355	8	464.750	101.625	1.000	1.939	0.516	0.842
356	1	633.500	100.500	1.000	1.000	1.000	1.000
357	1	655.500	100.500	1.000	1.000	1.000	1.000
358	3	740.833	101.167	1.000	1.464	0.683	0.857
359	7	933.071	102.786	0.943	1.936	0.517	0.933
360	3	986.167	101.833	1.000	1.464	0.683	0.857
361	2	38.500	103.000	1.000	2.000	0.500	1.000
362	3	125.833	103.167	1.000	1.464	0.683	0.857
363	5	183.300	103.100	1.000	1.553	0.644	0.909
364	4	914.250	103.500	0.857	1.468	0.681	0.800
365	6	25.500	104.000	1.000	1.500	0.667	1.000
366	4	93.000	104.000	1.000	1.000	1.000	1.000
367	1	407.500	103.500	1.000	1.000	1.000	1.000
368	13	490.808	104.500	0.956	1.551	0.645	0.929
369	2	78.000	104.500	1.000	2.000	0.500	1.000
370	1	242.500	104.500	1.000	1.000	1.000	1.000
371	14	451.000	106.000	1.000	1.319	0.758	0.933
372	2	472.500	105.000	1.000	2.000	0.500	1.000
373	1	750.500	104.500	1.000	1.000	1.000	1.000
374	12	47.417	107.167	0.967	1.218	0.821	0.889
375	10	101.600	107.200	0.887	1.090	0.917	0.800
376	11	390.591	107.682	0.976	1.772	0.564	0.846
377	3	433.167	107.167	1.000	1.464	0.683	0.857
378	8	970.125	108.250	0.914	1.605	0.623	0.800
379	7	235.500	109.214	1.000	1.069	0.936	0.875
380	2	733.000	108.500	1.000	2.000	0.500	1.000
381	7	460.500	110.500	1.000	1.596	0.626	0.875
382	2	271.000	110.500	1.000	2.000	0.500	1.000
383	2	302.000	110.500	1.000	2.000	0.500	1.000
384	1	545.500	110.500	1.000	1.000	1.000	1.000
385	3	558.167	111.167	1.000	1.464	0.683	0.857
386	4	39.000	112.000	1.000	1.000	1.000	1.000
387	2	111.000	111.500	1.000	2.000	0.500	1.000
388	12	322.750	112.833	1.000	1.135	0.881	0.857
389	5	341.300	112.100	1.000	1.553	0.644	0.909
390	1	984.500	111.500	1.000	1.000	1.000	1.000
391	3	184.167	113.167	1.000	1.464	0.683	0.857
392	17	504.029	114.735	0.985	1.538	0.650	0.872
393	3	82.167	114.167	1.000	1.464	0.683	0.857
394	1	92.500	113.500	1.000	1.000	1.000	1.000
395	13	444.731	114.577	0.584	3.442	0.291	0.722
396	1	493.500	113.500	1.000	1.000	1.000	1.000
397	3	720.167	113.833	1.000	1.464	0.683	0.857
398	1	79.500	114.500	1.000	1.000	1.000	1.000
399	11	11.591	116.864	1.000	1.372	0.729	0.957
400	10	48.300	116.500	1.000	1.236	0.809	0.909
401	2	160.000	115.500	1.000	2.000	0.500	1.000
402	6	388.500	117.000	1.000	1.500	0.667	1.000
403	4	450.750	116.750	0.857	2.000	0.500	0.800
404	4	539.250	117.250	0.857	2.000	0.500	0.800
405	14	968.857	118.143	0.811	1.784	0.560	0.778
406	13	101.500	118.500	1.000	1.735	0.576	0.929
407	1	279.500	117.500	1.000	1.000	1.000	1.000
408	2	333.000	117.500	1.000	2.000	0.500	1.000
409	6	591.833	120.000	0.809	1.809	0.553	0.857
410	2	140.000	119.500	1.000	2.000	0.500	1.000
411	4	192.000	120.000	1.000	1.000	1.000	1.000
412	2	231.500	121.000	1.000	2.000	0.500	1.000
413	11	268.591	121.318	0.887	1.772	0.564	0.846
414	1	552.500	120.500	1.000	1.000	1.000	1.000
415	7	168.214	122.071	0.943	1.936	0.517	0.933
416	3	250.500	121.500	0.967	3.000	0.333	1.000
417	9	348.167	122.611	1.000	1.340	0.746	0.857
418	15	407.700	122.833	0.588	2.737	0.365	0.811
419	1	627.500	121.500	1.000	1.000	1.000	1.000
420	6	323.167	123.333	1.000	1.124	0.890	0.800
421	2	478.500	123.000	1.000	2.000	0.500	1.000
422	3	907.167	122.833	1.000	1.464	0.683	0.857
423	1	82.500	123.500	1.000	1.000	1.000	1.000
424	1	91.500	123.500	1.000	1.000	1.000	1.000
425	12	442.417	124.250	0.967	1.756	0.570	0.889
426	6	759.667	124.333	1.000	1.291	0.775	0.800
427	1	865.500	123.500	1.000	1.000	1.000	1.000
428	4	18.000	125.000	1.000	1.000	1.000	1.000
429	5	490.100	125.300	1.000	1.553	0.644	0.909
430	5	391.300	126.100	1.000	1.553	0.644	0.909
431	1	221.500	126.500	1.000	1.000	1.000	1.000
432	9	104.167	128.611	1.000	1.340	0.746	0.857
433	2	210.000	127.500	1.000	2.000	0.500	1.000
434	3	277.833	127.833	1.000	1.464	0.683	0.857
435	5	331.700	127.900	1.000	1.553	0.644	0.909
436	2	597.500	128.000	1.000	2.000	0.500	1.000
437	8	139.125	129.125	0.820	2.564	0.390	0.889
438	4	537.000	128.500	0.740	4.000	0.250	1.000
439	1	973.500	128.500	1.000	1.000	1.000	1.000
440	9	458.500	130.500	1.000	1.000	1.000	1.000
441	13	249.269	131.038	0.719	3.340	0.299	0.963
442	4	110.000	132.000	1.000	1.000	1.000	1.000
443	5	472.700	131.900	1.000	1.553	0.644	0.909
444	1	784.500	131.500	1.000	1.000	1.000	1.000
445	10	162.500	133.600	0.776	1.608	0.622	0.769
446	3	323.833	133.167	1.000	1.464	0.683	0.857
447	4	347.000	132.500	0.740	4.000	0.250	1.000
448	1	508.500	132.500	1.000	1.000	1.000	1.000
449	4	181.500	134.000	1.000	2.031	0.492	0.800
450	5	439.500	133.500	0.599	5.000	0.200	1.000
451	4	767.000	134.000	1.000	1.000	1.000	1.000
452	13	359.500	135.346	1.000	1.622	0.617	0.929
453	8	567.000	135.000	1.000	2.000	0.500	1.000
454	6	717.500	135.000	1.000	1.500	0.667	1.000
455	1	760.500	134.500	1.000	1.000	1.000	1.000
456	1	888.500	134.500	1.000	1.000	1.000	1.000
457	3	34.833	135.833	1.000	1.464	0.683	0.857
458	2	126.000	135.500	1.000	2.000	0.500	1.000
459	9	421.500	136.500	1.000	1.000	1.000	1.000
460	2	949.000	135.500	1.000	2.000	0.500	1.000
461	4	534.750	137.500	0.857	1.468	0.681	0.800
462	2	997.000	136.500	1.000	2.000	0.500	1.000
463	6	278.500	137.667	0.615	2.806	0.356	0.750
464	2	338.000	137.500	1.000	2.000	0.500	1.000
465	5	450.900	138.300	0.764	2.188	0.457	0.769
466	1	968.500	137.500	1.000	1.000	1.000	1.000
467	3	134.833	139.167	1.000	1.464	0.683	0.857
468	9	463.944	139.167	1.000	1.536	0.651	0.857
469	5	708.700	138.900	1.000	1.553	0.644	0.909
470	1	856.500	138.500	1.000	1.000	1.000	1.000
471	5	898.100	139.300	1.000	1.553	0.644	0.909
472	17	75.912	141.618	1.000	1.263	0.792	0.919
473	28	176.643	141.750	0.515	3.754	0.266	0.757
474	6	351.000	140.500	1.000	1.500	0.667	1.000
475	7	379.214	141.214	0.800	2.211	0.452	0.778
476	8	503.250	140.750	0.914	1.416	0.706	0.800
477	4	832.000	140.000	1.000	1.000	1.000	1.000
478	6	65.833	142.000	0.809	1.809	0.553	0.857
479	11	441.682	141.591	0.780	2.448	0.409	0.733
480	5	520.300	141.100	1.000	1.553	0.644	0.909
481	8	250.250	142.500	0.914	1.554	0.644	0.800
482	6	401.500	142.000	1.000	1.500	0.667	1.000
483	10	412.000	142.700	1.000	1.384	0.723	0.909
484	2	843.500	142.000	1.000	2.000	0.500	1.000
485	5	55.700	143.100	1.000	1.553	0.644	0.909
486	8	163.875	143.250	1.000	1.605	0.623	0.800
487	1	213.500	142.500	1.000	1.000	1.000	1.000
488	3	231.833	143.167	1.000	1.464	0.683	0.857
489	6	717.333	143.667	1.000	1.291	0.775	0.800
490	4	86.000	144.000	1.000	1.000	1.000	1.000
491	3	368.167	143.833	1.000	1.464	0.683	0.857
492	6	429.333	144.167	0.809	2.237	0.447	0.857
493	6	13.000	145.000	0.916	2.082	0.480	0.857
494	2	455.500	145.000	1.000	2.000	0.500	1.000
495	6	935.500	145.000	1.000	1.500	0.667	1.000
496	1	990.500	144.500	1.000	1.000	1.000	1.000
497	2	1013.000	144.500	1.000	2.000	0.500	1.000
