 	Area	XM	YM	Circ.	AR	Round	Solidity
1578	12	241.833	388.417	0.851	1.451	0.689	0.774
1579	3	285.167	386.833	1.000	1.464	0.683	0.857
1580	7	680.071	387.214	0.898	1.668	0.600	0.778
1581	1	932.500	386.500	1.000	1.000	1.000	1.000
1582	16	98.250	389.312	0.927	1.360	0.735	0.800
1583	8	112.500	389.000	0.914	1.195	0.837	0.800
1584	8	295.375	388.375	1.000	1.229	0.814	0.941
1585	8	400.375	388.375	1.000	1.229	0.814	0.941
1586	1	491.500	387.500	1.000	1.000	1.000	1.000
1587	7	389.500	389.214	1.000	1.069	0.936	0.875
1588	2	798.500	389.000	1.000	2.000	0.500	1.000
1589	1	83.500	389.500	1.000	1.000	1.000	1.000
1590	18	174.222	392.889	0.808	2.195	0.456	0.818
1591	20	232.900	393.300	0.838	1.827	0.547	0.851
1592	9	275.611	391.833	1.000	1.340	0.746	0.857
1593	4	411.000	391.000	1.000	1.000	1.000	1.000
1594	3	706.833	390.833	1.000	1.464	0.683	0.857
1595	6	45.333	392.667	1.000	1.291	0.775	0.800
1596	8	184.375	393.625	1.000	1.229	0.814	0.941
1597	1	368.500	392.500	1.000	1.000	1.000	1.000
1598	5	767.100	393.700	1.000	1.553	0.644	0.909
1599	4	821.500	393.000	1.000	2.031	0.492	0.800
1600	3	849.167	392.833	1.000	1.464	0.683	0.857
1601	1	265.500	393.500	1.000	1.000	1.000	1.000
1602	12	341.667	394.583	0.967	1.579	0.633	0.889
1603	4	380.000	394.000	1.000	1.000	1.000	1.000
1604	1	619.500	393.500	1.000	1.000	1.000	1.000
1605	5	513.900	395.300	1.000	1.553	0.644	0.909
1606	4	89.000	396.000	1.000	1.000	1.000	1.000
1607	9	76.056	397.389	1.000	1.817	0.550	0.857
1608	9	120.167	397.611	1.000	1.340	0.746	0.857
1609	5	332.100	397.700	1.000	1.553	0.644	0.909
1610	1	784.500	396.500	1.000	1.000	1.000	1.000
1611	9	975.833	397.389	1.000	1.340	0.746	0.857
1612	10	241.900	399.200	0.982	1.028	0.973	0.769
1613	2	439.000	397.500	1.000	2.000	0.500	1.000
1614	7	447.214	398.071	0.943	1.936	0.517	0.933
1615	3	928.833	397.833	1.000	1.464	0.683	0.857
1616	5	34.900	399.300	1.000	1.553	0.644	0.909
1617	6	297.500	399.000	1.000	1.500	0.667	1.000
1618	11	410.864	399.591	1.000	1.372	0.729	0.957
1619	3	536.833	398.833	1.000	1.464	0.683	0.857
1620	3	834.167	398.833	1.000	1.464	0.683	0.857
1621	2	910.000	398.500	1.000	2.000	0.500	1.000
1622	1	369.500	399.500	1.000	1.000	1.000	1.000
1623	4	227.000	401.000	1.000	1.000	1.000	1.000
1624	1	273.500	400.500	1.000	1.000	1.000	1.000
1625	5	681.100	401.300	1.000	1.553	0.644	0.909
1626	1	163.500	401.500	1.000	1.000	1.000	1.000
1627	1	275.500	401.500	1.000	1.000	1.000	1.000
1628	1	308.500	401.500	1.000	1.000	1.000	1.000
1629	4	477.000	402.000	1.000	1.000	1.000	1.000
1630	1	96.500	402.500	1.000	1.000	1.000	1.000
1631	13	190.115	403.885	1.000	1.159	0.863	0.897
1632	4	198.500	403.000	1.000	2.031	0.492	0.800
1633	3	919.167	403.167	1.000	1.464	0.683	0.857
1634	2	319.000	403.500	1.000	2.000	0.500	1.000
1635	3	751.167	404.167	1.000	1.464	0.683	0.857
1636	14	965.071	405.214	0.911	1.563	0.640	0.848
1637	1	25.500	404.500	1.000	1.000	1.000	1.000
1638	13	401.500	405.654	1.000	1.622	0.617	0.929
1639	1	496.500	404.500	1.000	1.000	1.000	1.000
1640	8	155.000	406.000	1.000	2.000	0.500	1.000
1641	5	235.300	405.900	1.000	1.553	0.644	0.909
1642	5	394.900	406.700	1.000	1.553	0.644	0.909
1643	8	974.375	406.625	1.000	1.229	0.814	0.941
1644	16	441.500	408.000	0.958	1.662	0.602	0.889
1645	1	670.500	406.500	1.000	1.000	1.000	1.000
1646	10	119.500	408.000	0.925	2.500	0.400	1.000
1647	2	300.500	408.000	1.000	2.000	0.500	1.000
1648	5	601.300	408.100	1.000	1.553	0.644	0.909
1649	5	709.900	408.300	1.000	1.553	0.644	0.909
1650	8	130.500	410.000	0.914	1.195	0.837	0.800
1651	10	222.000	409.500	1.000	1.551	0.645	0.909
1652	2	245.000	409.500	1.000	2.000	0.500	1.000
1653	10	313.000	410.700	1.000	1.384	0.723	0.909
1654	6	650.000	410.000	0.916	2.082	0.480	0.857
1655	3	910.833	410.167	1.000	1.464	0.683	0.857
1656	6	38.667	411.167	0.916	1.124	0.890	0.800
1657	9	140.056	411.833	1.000	1.536	0.651	0.857
1658	2	488.000	410.500	1.000	2.000	0.500	1.000
1659	1	779.500	410.500	1.000	1.000	1.000	1.000
1660	10	956.400	412.300	1.000	1.288	0.776	0.909
1661	3	49.167	411.833	1.000	1.464	0.683	0.857
1662	4	85.750	412.500	0.857	1.468	0.681	0.800
1663	9	357.167	412.389	1.000	1.340	0.746	0.857
1664	1	839.500	411.500	1.000	1.000	1.000	1.000
1665	1	946.500	411.500	1.000	1.000	1.000	1.000
1666	5	983.700	412.100	1.000	1.553	0.644	0.909
1667	12	28.000	414.000	1.000	1.000	1.000	0.857
1668	9	110.389	414.167	1.000	1.340	0.746	0.857
1669	4	195.000	413.000	1.000	1.000	1.000	1.000
1670	9	526.611	413.611	0.923	1.343	0.745	0.857
1671	4	1013.500	414.000	0.645	4.000	0.250	1.000
1672	4	320.500	413.750	1.000	1.468	0.681	0.800
1673	10	546.800	414.800	0.982	1.241	0.806	0.800
1674	8	937.500	415.250	0.914	1.554	0.644	0.800
1675	8	185.000	415.500	1.000	1.195	0.837	0.800
1676	2	421.000	414.500	1.000	2.000	0.500	1.000
1677	1	558.500	414.500	1.000	1.000	1.000	1.000
1678	1	643.500	414.500	1.000	1.000	1.000	1.000
1679	1	664.500	414.500	1.000	1.000	1.000	1.000
1680	1	689.500	414.500	1.000	1.000	1.000	1.000
1681	7	919.500	415.214	1.000	1.069	0.936	0.875
1682	5	255.100	416.700	1.000	1.553	0.644	0.909
1683	6	348.833	417.333	0.809	2.237	0.447	0.857
1684	1	398.500	415.500	1.000	1.000	1.000	1.000
1685	16	635.625	418.875	0.484	3.901	0.256	0.640
1686	9	655.833	417.056	0.884	1.390	0.720	0.750
1687	4	735.000	416.000	1.000	1.000	1.000	1.000
1688	1	966.500	415.500	1.000	1.000	1.000	1.000
1689	11	175.409	417.864	1.000	1.372	0.729	0.957
1690	11	236.591	418.136	1.000	1.372	0.729	0.957
1691	2	283.000	416.500	1.000	2.000	0.500	1.000
1692	5	645.300	417.100	1.000	1.553	0.644	0.909
1693	8	157.250	419.250	0.914	1.416	0.706	0.800
1694	12	301.667	418.583	0.967	1.579	0.633	0.889
1695	1	442.500	417.500	1.000	1.000	1.000	1.000
1696	1	623.500	417.500	1.000	1.000	1.000	1.000
1697	8	411.750	419.250	1.000	1.416	0.706	0.800
1698	2	602.000	418.500	1.000	2.000	0.500	1.000
1699	17	166.088	422.735	0.527	3.267	0.306	0.680
1700	16	313.500	421.000	1.000	1.209	0.827	0.889
1701	1	614.500	419.500	1.000	1.000	1.000	1.000
1702	2	145.000	420.500	1.000	2.000	0.500	1.000
1703	9	368.500	421.500	1.000	1.000	1.000	1.000
1704	1	503.500	420.500	1.000	1.000	1.000	1.000
1705	3	605.167	420.833	1.000	1.464	0.683	0.857
1706	3	1006.833	421.167	1.000	1.464	0.683	0.857
1707	11	16.773	422.864	1.000	1.269	0.788	0.815
1708	5	192.700	421.900	1.000	1.553	0.644	0.909
1709	3	357.167	422.167	1.000	1.464	0.683	0.857
1710	1	812.500	421.500	1.000	1.000	1.000	1.000
1711	9	822.833	422.722	1.000	1.185	0.844	0.857
1712	10	895.500	423.000	1.000	1.551	0.645	0.909
1713	1	115.500	422.500	1.000	1.000	1.000	1.000
1714	1	273.500	422.500	1.000	1.000	1.000	1.000
1715	7	521.214	423.500	1.000	1.069	0.936	0.875
1716	9	551.167	424.389	0.726	2.013	0.497	0.783
1717	3	693.167	423.167	1.000	1.464	0.683	0.857
1718	1	696.500	422.500	1.000	1.000	1.000	1.000
1719	2	182.500	424.000	1.000	2.000	0.500	1.000
1720	5	428.100	424.300	1.000	1.553	0.644	0.909
1721	2	540.500	424.000	1.000	2.000	0.500	1.000
1722	12	598.250	426.000	0.579	3.312	0.302	0.727
1723	1	79.500	424.500	1.000	1.000	1.000	1.000
1724	6	87.000	425.000	0.916	2.082	0.480	0.857
1725	2	243.500	425.000	1.000	2.000	0.500	1.000
1726	2	586.500	425.000	1.000	2.000	0.500	1.000
1727	4	620.000	425.500	0.857	2.031	0.492	0.800
1728	8	939.625	425.625	1.000	1.229	0.814	0.941
1729	8	967.875	425.250	1.000	1.605	0.623	0.800
1730	2	989.000	424.500	1.000	2.000	0.500	1.000
1731	1	630.500	425.500	1.000	1.000	1.000	1.000
1732	5	295.500	427.500	0.873	1.000	1.000	0.714
1733	4	304.000	427.000	1.000	1.000	1.000	1.000
1734	1	509.500	426.500	1.000	1.000	1.000	1.000
1735	3	561.833	426.833	1.000	1.464	0.683	0.857
1736	2	610.000	427.000	0.785	2.646	0.378	0.667
1737	4	999.000	427.000	1.000	1.000	1.000	1.000
1738	1	98.500	427.500	1.000	1.000	1.000	1.000
1739	1	124.500	427.500	1.000	1.000	1.000	1.000
1740	4	337.250	428.500	0.857	1.468	0.681	0.800
1741	8	447.500	428.750	0.914	1.554	0.644	0.800
1742	1	577.500	427.500	1.000	1.000	1.000	1.000
1743	1	108.500	428.500	1.000	1.000	1.000	1.000
1744	9	173.611	429.833	1.000	1.340	0.746	0.857
1745	2	254.000	428.500	1.000	2.000	0.500	1.000
1746	5	457.100	429.700	1.000	1.553	0.644	0.909
1747	2	315.500	430.000	1.000	2.000	0.500	1.000
1748	14	327.571	431.357	0.993	1.601	0.625	0.848
1749	6	591.500	430.667	1.000	1.809	0.553	0.800
1750	3	998.167	430.167	1.000	1.464	0.683	0.857
1751	2	32.500	431.000	1.000	2.000	0.500	1.000
1752	1	751.500	430.500	1.000	1.000	1.000	1.000
1753	2	911.500	431.000	1.000	2.000	0.500	1.000
1754	15	371.167	432.433	0.898	1.869	0.535	0.909
1755	1	505.500	431.500	1.000	1.000	1.000	1.000
1756	8	890.625	432.625	1.000	1.229	0.814	0.941
1757	9	959.833	433.056	1.000	1.536	0.651	0.857
1758	5	42.700	433.700	0.873	2.308	0.433	0.769
1759	9	183.389	433.833	1.000	1.340	0.746	0.857
1760	4	541.000	433.000	1.000	1.000	1.000	1.000
1761	2	626.000	432.500	1.000	2.000	0.500	1.000
1762	14	288.286	434.857	1.000	1.264	0.791	0.848
1763	2	524.500	434.000	1.000	2.000	0.500	1.000
1764	12	553.250	434.917	0.931	1.388	0.720	0.774
1765	9	584.389	435.056	1.000	1.817	0.550	0.857
1766	5	574.100	435.300	1.000	1.553	0.644	0.909
1767	4	595.000	435.500	0.857	2.031	0.492	0.800
1768	11	161.773	436.045	0.809	2.858	0.350	0.957
1769	7	382.214	436.643	1.000	1.380	0.725	0.875
1770	6	563.667	436.333	1.000	1.291	0.775	0.800
1771	4	607.000	436.500	0.857	2.031	0.492	0.800
1772	9	711.167	435.833	0.662	2.779	0.360	0.857
1773	7	939.786	436.071	1.000	1.936	0.517	0.933
1774	2	645.500	437.000	1.000	2.000	0.500	1.000
1775	5	93.100	438.300	1.000	1.553	0.644	0.909
1776	1	306.500	437.500	1.000	1.000	1.000	1.000
1777	13	122.500	440.192	0.956	1.551	0.645	0.929
1778	10	132.700	440.000	1.000	1.327	0.753	0.909
1779	1	905.500	438.500	1.000	1.000	1.000	1.000
1780	3	1002.500	439.500	0.967	3.000	0.333	1.000
1781	2	264.000	440.500	1.000	2.000	0.500	1.000
1782	10	273.500	442.300	1.000	1.236	0.809	0.909
1783	1	315.500	440.500	1.000	1.000	1.000	1.000
1784	1	885.500	440.500	1.000	1.000	1.000	1.000
1785	1	50.500	441.500	1.000	1.000	1.000	1.000
1786	11	188.318	443.045	0.976	1.450	0.689	0.846
1787	3	198.833	442.167	1.000	1.464	0.683	0.857
1788	8	326.000	442.625	1.000	1.308	0.764	0.800
1789	2	376.000	441.500	1.000	2.000	0.500	1.000
1790	1	399.500	441.500	1.000	1.000	1.000	1.000
1791	14	547.500	443.000	0.993	1.928	0.519	0.875
1792	7	568.643	442.214	1.000	1.380	0.725	0.875
1793	5	749.300	441.900	1.000	1.553	0.644	0.909
1794	3	817.833	441.833	1.000	1.464	0.683	0.857
1795	4	914.000	442.000	1.000	1.000	1.000	1.000
1796	7	961.786	443.500	1.000	1.069	0.936	0.875
1797	7	170.357	445.071	0.800	2.041	0.490	0.778
1798	10	894.300	444.500	1.000	1.236	0.809	0.909
1799	10	943.800	444.700	1.000	1.559	0.641	0.909
1800	1	1010.500	443.500	1.000	1.000	1.000	1.000
1801	2	407.000	444.500	1.000	2.000	0.500	1.000
1802	7	557.500	445.214	1.000	1.069	0.936	0.875
1803	9	904.056	446.611	1.000	1.817	0.550	0.857
