 	Area	XM	YM	Circ.	AR	Round	Solidity
1	11	19.136	11.591	1.000	1.372	0.729	0.957
2	15	40.433	11.633	0.976	1.221	0.819	0.882
3	7	68.357	10.786	0.718	2.423	0.413	0.824
4	2	92.000	10.500	1.000	2.000	0.500	1.000
5	4	115.000	10.500	0.740	4.000	0.250	1.000
6	6	142.000	11.500	1.000	1.500	0.667	1.000
7	4	159.000	11.000	1.000	1.000	1.000	1.000
8	4	180.500	10.750	1.000	1.468	0.681	0.800
9	2	218.000	10.500	1.000	2.000	0.500	1.000
10	2	294.000	10.500	1.000	2.000	0.500	1.000
11	5	377.700	10.900	1.000	1.553	0.644	0.909
12	7	386.786	10.643	0.515	3.856	0.259	0.737
13	6	399.000	10.833	0.916	1.809	0.553	0.857
14	4	411.500	10.750	1.000	1.468	0.681	0.800
15	7	426.786	11.071	1.000	1.936	0.517	0.933
16	4	553.500	11.000	1.000	2.031	0.492	0.800
17	1	612.500	10.500	1.000	1.000	1.000	1.000
18	1	641.500	10.500	1.000	1.000	1.000	1.000
19	4	649.000	11.000	1.000	1.000	1.000	1.000
20	1	695.500	10.500	1.000	1.000	1.000	1.000
21	1	740.500	10.500	1.000	1.000	1.000	1.000
22	3	796.500	10.500	0.967	3.000	0.333	1.000
23	9	871.500	11.500	1.000	1.000	1.000	1.000
24	8	891.375	11.375	1.000	1.229	0.814	0.941
25	6	705.333	12.833	0.916	1.124	0.890	0.800
26	2	813.500	12.000	1.000	2.000	0.500	1.000
27	6	854.000	12.500	1.000	1.500	0.667	1.000
28	8	341.000	13.000	1.000	2.000	0.500	1.000
29	1	80.500	13.500	1.000	1.000	1.000	1.000
30	7	998.786	14.071	1.000	1.936	0.517	0.933
31	4	845.000	15.000	1.000	1.000	1.000	1.000
32	10	989.300	15.200	0.887	1.866	0.536	0.800
33	2	1009.000	14.500	1.000	2.000	0.500	1.000
34	5	188.100	16.300	1.000	1.553	0.644	0.909
35	8	246.625	16.625	1.000	1.229	0.814	0.941
36	1	797.500	15.500	1.000	1.000	1.000	1.000
37	1	900.500	15.500	1.000	1.000	1.000	1.000
